Price,Close,High,Low,Open,Volume
Ticker,IBM,IBM,IBM,IBM,IBM
Date,,,,,
2015-01-02,98.6640853881836,99.42510633675973,98.01874607592093,98.2074805926884,5779673
2015-01-05,97.111572265625,98.18308201202426,96.91675496184106,98.18308201202426,5104898
2015-01-06,95.01730346679688,97.38558502359413,94.46937769656218,97.20902598186248,6429448
2015-01-07,94.39628601074219,95.70523234795218,93.77529783224918,95.70523234795218,4918083
2015-01-08,96.44798278808594,96.82544199032967,94.70069017977445,95.12076840791703,4431693
2015-01-09,96.8680419921875,97.61687736994475,95.73565489078713,96.44796384654462,4694762
2015-01-12,95.2425308227539,96.95329696477984,94.8285452003177,96.80108893760303,4380230
2015-01-13,95.46780395507812,97.39165575174312,94.77984573887159,95.74176677867348,4578865
2015-01-14,94.8529052734375,95.27298353286105,93.59875337528528,94.28061897220114,4906054
2015-01-15,94.10406494140625,95.56521946484258,93.85445306804034,95.39475305661858,4443826
2015-01-16,95.66869354248047,95.96700725793607,93.64743835467469,93.64743835467469,6020776
2015-01-20,95.55302429199219,95.78436804223371,93.77528827440625,95.40081627352012,8778869
2015-01-21,92.59420776367188,94.061445001806,91.97321959062467,93.1664843133995,12444367
2015-01-22,94.60328674316406,94.80418696294225,92.39329687206217,92.50288587707587,6401625
2015-01-23,94.89552307128906,95.94877482968337,94.29889547916594,94.38412382787133,5057201
2015-01-26,95.19381713867188,97.0811323095264,94.83461634472557,96.35055524701347,8250953
2015-01-27,93.55615234375,94.42065998349916,92.8986375749425,94.32933902766827,5919942
2015-01-28,92.26545715332031,94.07971018071058,92.26545715332031,93.7570454527529,4702711
2015-01-29,94.6580810546875,94.71896816007157,91.02956521823614,92.16195266047015,8703557
2015-01-30,93.33695220947266,94.51195859490315,93.17257841466326,93.70224566349664,6865526
2015-02-02,94.15888214111328,94.15888214111328,92.24112244012396,93.75707183813593,4928961
2015-02-03,96.47842407226562,96.55756952547937,94.21363976080025,94.21363976080025,5794212
2015-02-04,95.55908203125,96.62450872908114,95.40079117523588,95.71129000967882,3847711
2015-02-05,96.13748931884766,96.55148469088611,95.67479203847316,95.76003009512193,5495266
2015-02-06,96.082275390625,96.9160740424836,95.78186911657197,96.46239207211894,3406299
2015-02-09,95.48762512207031,96.5605162680803,95.27304493582344,95.64089109211842,3198354
2015-02-10,97.2104263305664,97.2104263305664,95.07689438961177,96.09460701284365,4644868
2015-02-11,96.98967742919922,97.53532111759311,96.35820753674336,96.71991836026979,3793528
2015-02-12,97.18586730957031,97.78668991546621,96.92224356035707,97.30848596520265,3486423
2015-02-13,98.33844757080078,98.58367504346903,97.25942124948081,97.34524744008667,3877417
2015-02-17,98.68177795410156,98.95766254722714,97.92768948546892,97.93995037059292,3027647
2015-02-18,99.43588256835938,99.60754477319225,98.48560999822112,99.23356325312683,4558886
2015-02-19,100.47811126708984,100.84595739532918,98.9760598631477,99.35004132662873,3665602
2015-02-20,100.33097839355469,100.7540034298436,99.37457056012775,100.32484305785222,3507238
2015-02-23,99.87727355957031,100.79076319123111,99.62591077213644,100.68654078976124,2839262
2015-02-24,101.054443359375,101.15253047187667,99.01900856701826,99.61982148677109,4917874
2015-02-25,99.81600189208984,101.13413046393337,99.67498700894552,101.12185979129005,4188812
2015-02-26,98.62661743164062,100.6313948377754,97.95222948343046,100.38616730443779,7437897
2015-02-27,99.28263854980469,99.49721879962084,98.19135085859685,98.62663691052907,4612860
2015-03-02,98.38751220703125,99.28261566949504,97.97674802941654,99.28261566949504,6190123
2015-03-03,98.72470092773438,99.16611238492592,98.09322127846815,98.25875791383302,3383182
2015-03-04,97.73761749267578,98.43652698841862,97.30845721736195,98.42426610500013,3800746
2015-03-05,98.81668090820312,99.01286490193218,97.90931648252062,98.00741337199808,3966118
2015-03-06,97.173583984375,98.97605138585864,96.90383474654121,98.20969230403372,4749049
2015-03-09,98.5653076171875,98.79827425040955,96.98968092666131,96.98968092666131,5432819
2015-03-10,96.7505874633789,98.2342527412053,96.7505874633789,97.84801031198042,4812646
2015-03-11,96.13137817382812,97.56599011208681,95.6041208580298,97.21653034705692,5972555
2015-03-12,96.85477447509766,97.30845651396903,95.8064053464504,95.8064053464504,4777396
2015-03-13,94.58638763427734,96.57276844132511,94.0468695494815,96.53598578605909,6343049
2015-03-16,96.30302429199219,96.30914984224965,94.9051952507316,95.05846121508091,3922082
2015-03-17,96.22943115234375,96.43175040694456,95.2546371001055,95.76348822593987,3464038
2015-03-18,97.97675323486328,98.52239698370985,95.51829358944678,96.16202443951711,6002785
2015-03-19,97.97675323486328,98.65727653311808,97.36366971131257,97.90931346015917,4057016
2015-03-20,99.85892486572266,99.93249998633088,98.30782941844349,98.67567566580409,9420694
2015-03-23,100.9317855834961,101.37320677443128,99.76692329198187,99.7914548458307,6202885
2015-03-24,99.93245697021484,101.09118389289674,99.8711525504523,101.02986968791156,4546021
2015-03-25,97.60276794433594,99.9815268359023,97.60276794433595,99.9815268359023,5678629
2015-03-26,98.4549331665039,98.85957171591663,97.42495035859535,97.64566585290163,4598216
2015-03-27,98.33844757080078,98.64498925055331,97.62114180152001,98.57754949389438,3637883
